Rv_ID	gene_name	Description	Expt	log2FC	q-val	q_val_D	UK_score_4
Rv1800	PPE28	PPE family protein PPE28	xu_inh_025_vs_xu_inh_0	0.2	1	1	2
Rv1801	PPE29	PPE family protein PPE29	xu_inh_025_vs_xu_inh_0	0.67	1	1	2
Rv1802	PPE30	PPE family protein PPE30	xu_inh_025_vs_xu_inh_0	0.07	1	1	2
Rv1803c	PE_PGRS32	PE-PGRS family protein PE_PGRS32	xu_inh_025_vs_xu_inh_0	0.07	1	1	2
Rv1804c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.09	1	1	4
Rv1805c	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	0.21	1	1	4
Rv1806	PE20	PE family protein PE20	xu_inh_025_vs_xu_inh_0	-0.04	1	1	2
Rv1807	PPE31	PPE family protein PPE31	xu_inh_025_vs_xu_inh_0	-0.4	1	1	2
Rv1808	PPE32	PPE family protein PPE32	xu_inh_025_vs_xu_inh_0	0.6	1	1	2
Rv1809	PPE33	PPE family protein PPE33	xu_inh_025_vs_xu_inh_0	0.54	1	1	2
Rv1810	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.32	1	1	4
Rv1811	mgtC	Possible Mg2+ transport P-type ATPase C MgtC	xu_inh_025_vs_xu_inh_0	-0.01	1	1	1
Rv1812c	-	Probable dehydrogenase	xu_inh_025_vs_xu_inh_0	-0.23	1	1	2
Rv1813c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.07	1	1	4
Rv1814	erg3	Membrane-bound C-5 sterol desaturase Erg3 (sterol-C5-desaturase)	xu_inh_025_vs_xu_inh_0	0.52	1	1	0
Rv1815	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.7	1	1	4
Rv1816	-	Possible transcriptional regulatory protein	xu_inh_025_vs_xu_inh_0	0.68	1	1	1
Rv1817	-	Possible flavoprotein	xu_inh_025_vs_xu_inh_0	0.15	1	1	2
Rv1818c	PE_PGRS33	PE-PGRS family protein PE_PGRS33	xu_inh_025_vs_xu_inh_0	0.31	1	1	2
Rv1819c	bacA	Probable drug-transport transmembrane ATP-binding protein ABC transporter BacA	xu_inh_025_vs_xu_inh_0	0.09	1	1	1
Rv1820	ilvG	Probable acetolactate synthase IlvG (acetohydroxy-acid synthase)(ALS)	xu_inh_025_vs_xu_inh_0	0.32	1	1	0
Rv1821	secA2	Possible preprotein translocase ATPase SecA2	xu_inh_025_vs_xu_inh_0	-0.42	1	1	0
Rv1822	pgsA2	Probable CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase PgsA2 (PGP synthase) (phosphatidylglycerophosphate synthase) (3-phosphatidyl-1'-glycerol-3'phosphate synthase)	xu_inh_025_vs_xu_inh_0	-0.9	1	1	0
Rv1823	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.8	0.88999	1	4
Rv1824	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.23	1	1	3
Rv1825	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.32	1	1	4
Rv1826	gcvH	Probable glycine cleavage system H protein GcvH	xu_inh_025_vs_xu_inh_0	-0.09	1	1	0
Rv1827	garA	Conserved protein with FHA domain, GarA	xu_inh_025_vs_xu_inh_0	0.3	1	1	2
Rv1828	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0	1	1	3
Rv1829	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	2.76	0	3	4
Rv1830	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-1.15	1	1	3
Rv1831	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	0.7	1	1	4
Rv1832	gcvB	Probable glycine dehydrogenase GcvB (glycine decarboxylase) (glycine cleavage system P-protein)	xu_inh_025_vs_xu_inh_0	0.36	1	1	0
Rv1833c	-	Possible haloalkane dehalogenase	xu_inh_025_vs_xu_inh_0	0.73	1	1	2
Rv1834	lipZ	Probable hydrolase	xu_inh_025_vs_xu_inh_0	-0.06	1	1	3
Rv1835c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.81	1	1	4
Rv1836c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-2.96	0	3	4
Rv1837c	glcB	Malate synthase G GlcB	xu_inh_025_vs_xu_inh_0	-0.77	1	1	0
Rv1838c	vapC13	Possible toxin VapC13	xu_inh_025_vs_xu_inh_0	0.77	1	1	3
Rv1839c	vapB13	Possible antitoxin VapB13	xu_inh_025_vs_xu_inh_0	-0.46	1	1	3
Rv1840c	PE_PGRS34	PE-PGRS family protein PE_PGRS34	xu_inh_025_vs_xu_inh_0	-0.1	1	1	2
Rv1841c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.91	1	1	3
Rv1842c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.27	1	1	3
Rv1843c	guaB1	Probable inosine-5'-monophosphate dehydrogenase GuaB1(imp dehydrogenase) (IMPDH) (IMPD)	xu_inh_025_vs_xu_inh_0	0.52	0.77145	1	0
Rv1844c	gnd1	Probable 6-phosphogluconate dehydrogenase Gnd1	xu_inh_025_vs_xu_inh_0	0.3	1	1	0
Rv1845c	blaR	Possible sensor-transducer protein BlaR	xu_inh_025_vs_xu_inh_0	2.3	1	1	1
Rv1846c	blaI	Transcriptional repressor BlaI	xu_inh_025_vs_xu_inh_0	1.36	0.80345	1	0
Rv1847	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.02	1	1	3
Rv1848	ureA	Urease gamma subunit UreA (urea amidohydrolase)	xu_inh_025_vs_xu_inh_0	-0.67	0.81911	1	0
Rv1849	ureB	Urease beta subunit UreB (urea amidohydrolase)	xu_inh_025_vs_xu_inh_0	-0.11	1	1	0
Rv1850	ureC	Urease alpha subunit UreC (urea amidohydrolase)	xu_inh_025_vs_xu_inh_0	0.24	1	1	0
Rv1851	ureF	Urease accessory protein UreF	xu_inh_025_vs_xu_inh_0	-1.85	1	1	0
Rv1852	ureG	Urease accessory protein UreG	xu_inh_025_vs_xu_inh_0	0.06	1	1	0
Rv1853	ureD	Probable urease accessory protein UreD	xu_inh_025_vs_xu_inh_0	0.12	1	1	1
Rv1854c	ndh	Probable NADH dehydrogenase Ndh	xu_inh_025_vs_xu_inh_0	9.92	0	3	0
Rv1855c	-	Possible oxidoreductase	xu_inh_025_vs_xu_inh_0	0.71	0.09862	1	2
Rv1856c	-	Possible oxidoreductase	xu_inh_025_vs_xu_inh_0	-0.06	1	1	3
Rv1857	modA	Probable molybdate-binding lipoprotein ModA	xu_inh_025_vs_xu_inh_0	0.29	1	1	0
Rv1858	modB	Probable molybdenum-transport integral membrane protein ABC transporter ModB	xu_inh_025_vs_xu_inh_0	-0.12	1	1	0
Rv1859	modC	Probable molybdenum-transport ATP-binding protein ABC transporter ModC	xu_inh_025_vs_xu_inh_0	0.28	1	1	0
Rv1860	apa	Alanine and proline rich secreted protein Apa (fibronectin attachment protein) (immunogenic protein MPT32) (antigen MPT-32) (45-kDa glycoprotein) (45/47 kDa antigen)	xu_inh_025_vs_xu_inh_0	-0.92	1	1	2
Rv1861	-	Probable conserved transmembrane protein	xu_inh_025_vs_xu_inh_0	0.34	1	1	4
Rv1862	adhA	Probable alcohol dehydrogenase AdhA	xu_inh_025_vs_xu_inh_0	0.39	1	1	1
Rv1863c	-	Probable conserved integral membrane protein	xu_inh_025_vs_xu_inh_0	-0.17	1	1	3
Rv1864c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.19	1	1	4
Rv1865c	-	Probable short-chain type dehydrogenase	xu_inh_025_vs_xu_inh_0	-1	0.9459	1	3
Rv1866	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.09	1	1	3
Rv1867	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.16	1	1	2
Rv1868	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.05	1	1	3
Rv1869c	-	Probable reductase	xu_inh_025_vs_xu_inh_0	-0.03	1	1	3
Rv1870c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	1	0.88999	1	4
Rv1871c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.44	1	1	4
Rv1872c	lldD2	Possible L-lactate dehydrogenase (cytochrome) LldD2	xu_inh_025_vs_xu_inh_0	0.18	1	1	0
Rv1873	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.01	1	1	4
Rv1874	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.44	1	1	4
Rv1875	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.23	1	1	4
Rv1876	bfrA	Probable bacterioferritin BfrA	xu_inh_025_vs_xu_inh_0	0.2	1	1	0
Rv1877	-	Probable conserved integral membrane protein	xu_inh_025_vs_xu_inh_0	0.32	1	1	3
Rv1878	glnA3	Probable glutamine synthetase GlnA3 (glutamine synthase) (GS-I)	xu_inh_025_vs_xu_inh_0	-0.05	1	1	0
Rv1879	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	1.19	0.10222	1	4
Rv1880c	cyp140	Probable cytochrome P450 140 Cyp140	xu_inh_025_vs_xu_inh_0	-0.35	1	1	0
Rv1881c	lppE	Possible conserved lipoprotein LppE	xu_inh_025_vs_xu_inh_0	-0.27	1	1	2
Rv1882c	-	Probable short-chain type dehydrogenase/reductase	xu_inh_025_vs_xu_inh_0	-0.14	1	1	3
Rv1883c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.03	1	1	4
Rv1884c	rpfC	Probable resuscitation-promoting factor RpfC	xu_inh_025_vs_xu_inh_0	0.29	1	1	2
Rv1885c	-	Chorismate mutase	xu_inh_025_vs_xu_inh_0	-0.01	1	1	2
Rv1886c	fbpB	Secreted antigen 85-B FbpB (85B) (antigen 85 complex B) (mycolyl transferase 85B) (fibronectin-binding protein B) (extracellular alpha-antigen)	xu_inh_025_vs_xu_inh_0	0.14	1	1	1
Rv1887	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.3	1	1	4
Rv1888A	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0	1	1	2
Rv1888c	-	Possible transmembrane protein	xu_inh_025_vs_xu_inh_0	0.73	1	1	4
Rv1889c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.18	1	1	3
Rv1890c	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	0.17	1	1	4
Rv1891	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.17	1	1	4
Rv1892	-	Probable membrane protein	xu_inh_025_vs_xu_inh_0	0.08	1	1	4
Rv1893	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0	1	1	4
Rv1894c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.08	1	1	3
Rv1895	-	Possible dehydrogenase	xu_inh_025_vs_xu_inh_0	-0.2	1	1	3
Rv1896c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.58	0.81768	1	3
Rv1897c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.62	1	1	3
Rv1898	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.09	1	1	4
Rv1899c	lppD	Possible lipoprotein LppD	xu_inh_025_vs_xu_inh_0	-0.13	1	1	2
Rv1900c	lipJ	Probable lignin peroxidase LipJ	xu_inh_025_vs_xu_inh_0	-0.97	0.69623	1	2
Rv1901	cinA	Probable CinA-like protein CinA	xu_inh_025_vs_xu_inh_0	-3.58	0	3	2
Rv1902c	nanT	Probable sialic acid-transport integral membrane protein NanT	xu_inh_025_vs_xu_inh_0	-0.23	1	1	1
Rv1903	-	Probable conserved membrane protein	xu_inh_025_vs_xu_inh_0	-1.05	1	1	3
Rv1904	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.28	1	1	3
Rv1905c	aao	Probable D-amino acid oxidase Aao	xu_inh_025_vs_xu_inh_0	0.47	1	1	0
Rv1906c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.67	1	1	4
Rv1907c	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	0.76	0.77859	1	4
Rv1908c	katG	Catalase-peroxidase-peroxynitritase T KatG	xu_inh_025_vs_xu_inh_0	7.4	0	3	0
Rv1909c	furA	Ferric uptake regulation protein FurA (fur)	xu_inh_025_vs_xu_inh_0	0.45	1	1	0
Rv1910c	-	Probable exported protein	xu_inh_025_vs_xu_inh_0	-1.09	0.09257	1	3
Rv1911c	lppC	Probable lipoprotein LppC	xu_inh_025_vs_xu_inh_0	-0.62	0.9459	1	2
Rv1912c	fadB5	Possible oxidoreductase FadB5	xu_inh_025_vs_xu_inh_0	0.34	1	1	1
Rv1913	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.29	1	1	4
Rv1914c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.17	1	1	4
Rv1915	aceAa	Probable isocitrate lyase AceAa [first part] (isocitrase) (isocitratase) (Icl)	xu_inh_025_vs_xu_inh_0	0.07	1	1	0
Rv1916	aceAb	Probable isocitrate lyase AceAb [second part] (isocitrase) (isocitratase) (Icl)	xu_inh_025_vs_xu_inh_0	1.52	1	1	0
Rv1917c	PPE34	PPE family protein PPE34	xu_inh_025_vs_xu_inh_0	0.4	1	1	2
Rv1918c	PPE35	PPE family protein PPE35	xu_inh_025_vs_xu_inh_0	-0.37	1	1	2
Rv1919c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.48	1	1	3
Rv1920	-	Probable membrane protein	xu_inh_025_vs_xu_inh_0	-0.19	1	1	2
Rv1921c	lppF	Probable conserved lipoprotein LppF	xu_inh_025_vs_xu_inh_0	0.41	1	1	1
Rv1922	-	Probable conserved lipoprotein	xu_inh_025_vs_xu_inh_0	0.44	1	1	2
Rv1923	lipD	Probable lipase LipD	xu_inh_025_vs_xu_inh_0	-0.19	1	1	1
Rv1924c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.44	1	1	4
Rv1925	fadD31	Probable acyl-CoA ligase FadD31 (acyl-CoA synthetase) (acyl-CoA synthase)	xu_inh_025_vs_xu_inh_0	-0.32	1	1	1
Rv1926c	mpt63	Immunogenic protein Mpt63 (antigen Mpt63/MPB63) (16 kDa immunoprotective extracellular protein)	xu_inh_025_vs_xu_inh_0	-0.14	1	1	3
Rv1927	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.05	1	1	4
Rv1928c	-	Probable short-chain type dehydrogenase/reductase	xu_inh_025_vs_xu_inh_0	2.76	0.54185	1	3
Rv1929c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.15	1	1	4
Rv1930c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.89	0.86201	1	4
Rv1931c	-	Probable transcriptional regulatory protein	xu_inh_025_vs_xu_inh_0	0.69	1	1	1
Rv1932	tpx	Probable thiol peroxidase Tpx	xu_inh_025_vs_xu_inh_0	-0.66	1	1	0
Rv1933c	fadE18	Probable acyl-CoA dehydrogenase FadE18	xu_inh_025_vs_xu_inh_0	0.36	1	1	1
Rv1934c	fadE17	Probable acyl-CoA dehydrogenase FadE17	xu_inh_025_vs_xu_inh_0	-1.57	1	1	1
Rv1935c	echA13	Possible enoyl-CoA hydratase EchA13 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	xu_inh_025_vs_xu_inh_0	-0.17	1	1	0
Rv1936	-	Possible monooxygenase	xu_inh_025_vs_xu_inh_0	-0.05	1	1	2
Rv1937	-	Possible oxygenase	xu_inh_025_vs_xu_inh_0	-0.23	1	1	2
Rv1938	ephB	Probable epoxide hydrolase EphB (epoxide hydratase)	xu_inh_025_vs_xu_inh_0	-0.02	1	1	1
Rv1939	-	Probable oxidoreductase	xu_inh_025_vs_xu_inh_0	-0.13	1	1	3
Rv1940	ribA1	Probable riboflavin biosynthesis protein RibA1 (GTP cyclohydrolase II)	xu_inh_025_vs_xu_inh_0	0.38	1	1	0
Rv1941	-	Probable short-chain type dehydrogenase/reductase	xu_inh_025_vs_xu_inh_0	-0.28	1	1	3
Rv1942c	mazF5	Possible toxin MazF5	xu_inh_025_vs_xu_inh_0	0.21	1	1	2
Rv1943c	mazE5	Possible antitoxin MazE5	xu_inh_025_vs_xu_inh_0	-0.46	1	1	3
Rv1944c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	1.27	1	1	3
Rv1945	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.01	1	1	3
Rv1946c	lppG	Possible lipoprotein	xu_inh_025_vs_xu_inh_0	-0.49	1	1	2
Rv1947	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	0.07	1	1	4
Rv1948c	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	0.02	1	1	4
Rv1949c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.17	1	1	4
Rv1950c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.91	0.55166	1	4
Rv1951c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.24	1	1	4
Rv1952	vapB14	Possible antitoxin VapB14	xu_inh_025_vs_xu_inh_0	-0.4	1	1	3
Rv1953	vapC14	Possible toxin VapC14	xu_inh_025_vs_xu_inh_0	-0.26	1	1	3
Rv1954A	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.21	1	1	
Rv1954c	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.3	1	1	4
Rv1955	higB	Possible toxin HigB	xu_inh_025_vs_xu_inh_0	-0.86	1	1	3
Rv1956	higA	Possible antitoxin HigA	xu_inh_025_vs_xu_inh_0	4.99	0	3	0
Rv1957	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	5.75	0	3	4
Rv1958c	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	1.02	1	1	4
Rv1959c	parE1	Possible toxin ParE1	xu_inh_025_vs_xu_inh_0	-0.15	1	1	3
Rv1960c	parD1	Possible antitoxin ParD1	xu_inh_025_vs_xu_inh_0	-0.38	1	1	2
Rv1961	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	0.38	1	1	4
Rv1962A	vapB35	Possible antitoxin VapB35	xu_inh_025_vs_xu_inh_0	0.93	1	1	
Rv1962c	vapC35	Possible toxin VapC35 Contains PIN domain	xu_inh_025_vs_xu_inh_0	-0.06	1	1	3
Rv1963c	mce3R	Probable transcriptional repressor (probably TetR-family) Mce3R	xu_inh_025_vs_xu_inh_0	-0.66	0.9076	1	0
Rv1964	yrbE3A	Conserved hypothetical integral membrane protein YrbE3A	xu_inh_025_vs_xu_inh_0	-0.61	1	1	1
Rv1965	yrbE3B	Conserved hypothetical integral membrane protein YrbE3B	xu_inh_025_vs_xu_inh_0	-0.23	1	1	1
Rv1966	mce3A	Mce-family protein Mce3A	xu_inh_025_vs_xu_inh_0	0.06	1	1	1
Rv1967	mce3B	Mce-family protein Mce3B	xu_inh_025_vs_xu_inh_0	0.1	1	1	1
Rv1968	mce3C	Mce-family protein Mce3C	xu_inh_025_vs_xu_inh_0	0.5	1	1	1
Rv1969	mce3D	Mce-family protein Mce3D	xu_inh_025_vs_xu_inh_0	-0.17	1	1	1
Rv1970	lprM	Possible Mce-family lipoprotein LprM (Mce-family lipoprotein Mce3E)	xu_inh_025_vs_xu_inh_0	0.64	1	1	1
Rv1971	mce3F	Mce-family protein Mce3F	xu_inh_025_vs_xu_inh_0	0.47	1	1	1
Rv1972	-	Probable conserved Mce associated membrane protein	xu_inh_025_vs_xu_inh_0	-0.22	1	1	4
Rv1973	-	Possible conserved Mce associated membrane protein	xu_inh_025_vs_xu_inh_0	-0.26	1	1	4
Rv1974	-	Probable conserved membrane protein	xu_inh_025_vs_xu_inh_0	0.06	1	1	4
Rv1975	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.1	1	1	4
Rv1976c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.17	1	1	4
Rv1977	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.26	1	1	2
Rv1978	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.04	1	1	3
Rv1979c	-	Possible conserved permease	xu_inh_025_vs_xu_inh_0	-0.33	1	1	2
Rv1980c	mpt64	Immunogenic protein Mpt64 (antigen Mpt64/MPB64)	xu_inh_025_vs_xu_inh_0	-0.5	0.75438	1	2
Rv1981c	nrdF1	Ribonucleoside-diphosphate reductase (beta chain) NrdF1 (ribonucleotide reductase small subunit) (R2F protein)	xu_inh_025_vs_xu_inh_0	-0.05	1	1	0
Rv1982A	vapB36	Possible antitoxin VapB36	xu_inh_025_vs_xu_inh_0	-0.33	1	1	
Rv1982c	vapC36	Possible toxin VapC36 Contains PIN domain	xu_inh_025_vs_xu_inh_0	0.33	1	1	3
Rv1983	PE_PGRS35	PE-PGRS family protein PE_PGRS35	xu_inh_025_vs_xu_inh_0	0.15	1	1	2
Rv1984A	-		xu_inh_025_vs_xu_inh_0	0.64	1	1	
Rv1984c	cfp21	Probable cutinase precursor CFP21	xu_inh_025_vs_xu_inh_0	0.14	1	1	1
Rv1985c	-	Probable transcriptional regulatory protein (probably LysR-family)	xu_inh_025_vs_xu_inh_0	1.12	1	1	1
Rv1986	-	Probable conserved integral membrane protein	xu_inh_025_vs_xu_inh_0	0.04	1	1	3
Rv1987	-	Possible chitinase	xu_inh_025_vs_xu_inh_0	-0.06	1	1	2
Rv1988	erm(37)	Probable 23S rRNA methyltransferase Erm(37)	xu_inh_025_vs_xu_inh_0	-0.47	1	1	0
Rv1989c	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	0.29	1	1	4
Rv1990A	-	Possible dehydrogenase (fragment)	xu_inh_025_vs_xu_inh_0	-0.13	1	1	3
Rv1990c	-	Probable transcriptional regulatory protein	xu_inh_025_vs_xu_inh_0	0	1	1	1
Rv1991A	mazE6	Antitoxin MazE6	xu_inh_025_vs_xu_inh_0	-0.24	1	1	
Rv1991c	mazF6	Toxin MazF6	xu_inh_025_vs_xu_inh_0	-0.34	1	1	1
Rv1992c	ctpG	Probable metal cation transporter P-type ATPase G CtpG	xu_inh_025_vs_xu_inh_0	0.26	1	1	0
Rv1993c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.28	1	1	4
Rv1994c	cmtR	Metal sensor transcriptional regulator CmtR (ArsR-SmtB family)	xu_inh_025_vs_xu_inh_0	-0.31	1	1	0
Rv1995	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.9	1	1	4
Rv1996	-	Universal stress protein family protein	xu_inh_025_vs_xu_inh_0	-0.39	1	1	3
Rv1997	ctpF	Probable metal cation transporter P-type ATPase A CtpF	xu_inh_025_vs_xu_inh_0	0.7	1	1	0
Rv1998c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.01	1	1	3
Rv1999c	-	Probable conserved integral membrane protein	xu_inh_025_vs_xu_inh_0	0.13	1	1	2
Rv2000	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.28	1	1	4
Rv2001	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.11	1	1	3
Rv2002	fabG3	Possible 20-beta-hydroxysteroid dehydrogenase FabG3 (cortisone reductase) ((R)-20-hydroxysteroid dehydrogenase)	xu_inh_025_vs_xu_inh_0	0.68	1	1	1
Rv2003c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.17	1	1	4
Rv2004c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.37	1	1	4
Rv2005c	-	Universal stress protein family protein	xu_inh_025_vs_xu_inh_0	-0.12	1	1	3
Rv2006	otsB1	Probable trehalose-6-phosphate phosphatase OtsB1 (trehalose-phosphatase) (TPP)	xu_inh_025_vs_xu_inh_0	-0.07	1	1	1
Rv2007c	fdxA	Ferredoxin FdxA	xu_inh_025_vs_xu_inh_0	0.43	1	1	0
Rv2008c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.17	1	1	4
Rv2009	vapB15	Antitoxin VapB15	xu_inh_025_vs_xu_inh_0	-0.5	1	1	2
Rv2010	vapC15	Toxin VapC15	xu_inh_025_vs_xu_inh_0	-0.62	1	1	3
Rv2011c	-	Conserved hypothetical protein, probable transcription repressor	xu_inh_025_vs_xu_inh_0	0.5	1	1	3
Rv2012	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.89	1	1	4
Rv2013	-	Transposase	xu_inh_025_vs_xu_inh_0	1.4	1	1	1
Rv2014	-	Transposase	xu_inh_025_vs_xu_inh_0	-0.1	1	1	1
Rv2015c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.32	1	1	4
Rv2016	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	1.03	1	1	4
Rv2017	-	Transcriptional regulatory protein	xu_inh_025_vs_xu_inh_0	0.19	1	1	1
Rv2018	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.62	0.91127	1	4
Rv2019	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.21	1	1	4
Rv2020c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.76	1	1	4
Rv2021c	-	Transcriptional regulatory protein	xu_inh_025_vs_xu_inh_0	0.76	1	1	1
Rv2022c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.36	1	1	4
Rv2023A	-		xu_inh_025_vs_xu_inh_0	-0.15	1	1	
Rv2023c	-	Hypothetical protein	xu_inh_025_vs_xu_inh_0	0.06	1	1	4
Rv2024c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.16	1	1	4
Rv2025c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.12	1	1	2
Rv2026c	-	Universal stress protein family protein	xu_inh_025_vs_xu_inh_0	0.39	1	1	3
Rv2027c	dosT	Two component sensor histidine kinase DosT	xu_inh_025_vs_xu_inh_0	-0.05	1	1	0
Rv2028c	-	Universal stress protein family protein	xu_inh_025_vs_xu_inh_0	0.14	1	1	3
Rv2029c	pfkB	6-phosphofructokinase PfkB (phosphohexokinase) (phosphofructokinase)	xu_inh_025_vs_xu_inh_0	0.74	1	1	0
Rv2030c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.18	1	1	4
Rv2031c	hspX	Heat shock protein HspX (alpha-crystallin homolog) (14 kDa antigen) (HSP16.3)	xu_inh_025_vs_xu_inh_0	0.21	1	1	0
Rv2032	acg	Conserved protein Acg	xu_inh_025_vs_xu_inh_0	0.11	1	1	2
Rv2033c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.1	1	1	4
Rv2034	-	ArsR repressor protein	xu_inh_025_vs_xu_inh_0	-0.59	1	1	1
Rv2035	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.21	1	1	4
Rv2036	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-1.08	1	1	3
Rv2037c	-	Conserved transmembrane protein	xu_inh_025_vs_xu_inh_0	-0.12	1	1	3
Rv2038c	-	Probable sugar-transport ATP-binding protein ABC transporter	xu_inh_025_vs_xu_inh_0	0.1	1	1	1
Rv2039c	-	Probable sugar-transport integral membrane protein ABC transporter	xu_inh_025_vs_xu_inh_0	-0.14	1	1	1
Rv2040c	-	Probable sugar-transport integral membrane protein ABC transporter	xu_inh_025_vs_xu_inh_0	-0.53	1	1	1
Rv2041c	-	Probable sugar-binding lipoprotein	xu_inh_025_vs_xu_inh_0	-0.44	1	1	1
Rv2042c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	0.42	1	1	4
Rv2043c	pncA	Pyrazinamidase/nicotinamidase PncA (PZase)	xu_inh_025_vs_xu_inh_0	-0.61	0.58915	1	0
Rv2044c	-	hypothetical protein	xu_inh_025_vs_xu_inh_0	-0.25	1	1	4
Rv2045c	lipT	Carboxylesterase LipT	xu_inh_025_vs_xu_inh_0	0.57	1	1	1
